,articleWordCount,headline,snippet,tokens,label_headline
4734,1890,What a Combat Medic Still Carries,"The war looked easy at first. Then came the buildup to the Tet offensive, and we found ourselves trying to save lives in heavy combat day after day.","['combat', 'medic', 'still', 'carriesthe', 'war', 'looked', 'easy', 'first', 'came', 'buildup', 'tet', 'offensive', 'found', 'trying', 'save', 'lives', 'heavy', 'combat', 'day', 'day']",Neutral
4735,1963,Why Is It So Hard for Democracy to Deal With Inequality?,Thomas Piketty has a few ideas.,"['hard', 'democracy', 'deal', 'inequalitythomas', 'piketty', 'ideas']",Negative
4736,1357,Hopes Are Dim for Talks to Repatriate Rohingya in Bangladesh,"Myanmar and Bangladesh are again taking up talks to repatriate the Rohingya. But conflicting goals, and wariness among the refugees, remain a roadblock.","['hopes', 'dim', 'talks', 'repatriate', 'rohingya', 'bangladeshmyanmar', 'bangladesh', 'taking', 'talks', 'repatriate', 'rohingya', 'conflicting', 'goals', 'wariness', 'among', 'refugees', 'remain', 'roadblock']",Negative
4737,1062,A Cancer Researcher Takes Cancer Personally,"Dr. C. Anthony Blau, who has multiple myeloma, started a company to crowdsource an individualized approach to his disease.","['cancer', 'researcher', 'takes', 'cancer', 'personallydr', 'anthony', 'blau', 'multiple', 'myeloma', 'started', 'company', 'crowdsource', 'individualized', 'approach', 'disease']",Negative
4738,1195,Thoroughly Modernist Tarsila,"Turning to Brazil’s indigenous cultures and folklore for inspiration, Tarsila do Amaral helped give rise to the country’s Modern movement, a MoMA exhibition shows.","['thoroughly', 'modernist', 'tarsilaturning', 'brazil', 'indigenous', 'cultures', 'folklore', 'inspiration', 'tarsila', 'amaral', 'helped', 'give', 'rise', 'country', 'modern', 'movement', 'moma', 'exhibition', 'shows']",Positive
4739,1208,"Winter Olympics 2018: Medals Table, Results and Schedule"," The Winter Games are underway in Pyeongchang, South Korea. Stay here for live updates, results and analysis.","['winter', 'olympics', 'medals', 'table', 'results', 'schedulethe', 'winter', 'games', 'underway', 'pyeongchang', 'south', 'korea', 'stay', 'live', 'updates', 'results', 'analysis']",Neutral
4740,99,Homes for Sale in Manhattan and Brooklyn,"This week’s listings are in Williamsburg, Murray Hill, and the on the Upper West Side.","['homes', 'sale', 'manhattan', 'brooklynthis', 'week', 'listings', 'williamsburg', 'murray', 'hill', 'upper', 'west', 'side']",Neutral
4741,229,Which Cities Have More Renters?,The number of places with more renters than homeowners has more than doubled since 2006.,"['cities', 'rentersthe', 'number', 'places', 'renters', 'homeowners', 'doubled', 'since']",Neutral
4742,780,Here to Help; Three Spanish Words That Will Help You Become a Better Crossword Solver,Do you know your ESA from your ESTA?,"['help', 'three', 'spanish', 'words', 'help', 'become', 'better', 'crossword', 'solverdo', 'know', 'esa', 'esta']",Positive
4743,1381,Judge Acquits Sergeant  In Killing,"A judge declined to convict Hugh Barry, who shot and killed 66-year-old Deborah Danner in her Bronx home as she wielded a bat.","['judge', 'acquits', 'sergeant', 'killinga', 'judge', 'declined', 'convict', 'hugh', 'barry', 'shot', 'killed', 'year', 'old', 'deborah', 'danner', 'bronx', 'home', 'wielded', 'bat']",Negative
4744,958,A Challenge Race Shakes Up the Running Routine,Races designed to almost guarantee you won’t set a new personal record are becoming increasingly popular among runners who crave something new.,"['challenge', 'race', 'shakes', 'running', 'routineraces', 'designed', 'almost', 'guarantee', 'set', 'new', 'personal', 'record', 'becoming', 'increasingly', 'popular', 'among', 'runners', 'crave', 'something', 'new']",Positive
4745,1355,When Crisis Communications Becomes a Crisis All on Its Own,Its handling of Rob Porter’s resignation has become a case study in how shifting stories can make matters worse.,"['crisis', 'communications', 'becomes', 'crisis', 'ownits', 'handling', 'rob', 'porter', 'resignation', 'become', 'case', 'study', 'shifting', 'stories', 'make', 'matters', 'worse']",Negative
4746,576,EARLY ROCK: Ancient Sculptors Made Camels Of Stone,"The unique, life-size relief sculptures of humped creatures and other beasts of burden are about 2,000 years old, but little is known about their origins.","['early', 'rock', 'ancient', 'sculptors', 'made', 'camels', 'stonethe', 'unique', 'life', 'size', 'relief', 'sculptures', 'humped', 'creatures', 'beasts', 'burden', 'years', 'old', 'little', 'known', 'origins']",Neutral
4747,1168,Great Taste Required; Good Behavior Expected,"In the wake of sex harassment scandals, the culinary foundation has set standards for nominees’ virtue. But making them work may prove tricky.","['great', 'taste', 'required', 'good', 'behavior', 'expectedin', 'wake', 'sex', 'harassment', 'scandals', 'culinary', 'foundation', 'set', 'standards', 'nominees', 'virtue', 'making', 'work', 'may', 'prove', 'tricky']",Positive
4748,1379,Firm of First Lady’s Friend Got $26 Million for Inaugural Work,"The committee, which raised a record $107 million, detailed its finances in a tax filing, revealing that it donated less than expected to charity.","['firm', 'first', 'lady', 'friend', 'got', 'million', 'inaugural', 'workthe', 'committee', 'raised', 'record', 'million', 'detailed', 'finances', 'tax', 'filing', 'revealing', 'donated', 'less', 'expected', 'charity']",Neutral
4749,1393,A Ski Powerhouse Fueled by Togetherness and Taco Night,Norway’s skiers say their team’s ability to punch above its weight on the mountain is directly related to its team harmony. Sometimes they share beds.,"['ski', 'powerhouse', 'fueled', 'togetherness', 'taco', 'nightnorway', 'skiers', 'say', 'team', 'ability', 'punch', 'weight', 'mountain', 'directly', 'related', 'team', 'harmony', 'sometimes', 'share', 'beds']",Positive
4750,751,Regional Dishes Worth an Early Trip,"Only a few dishes on the menu owe allegiance to the northwestern Mexican state of Sinaloa, but they are reason alone to go.","['regional', 'dishes', 'worth', 'early', 'triponly', 'dishes', 'menu', 'owe', 'allegiance', 'northwestern', 'mexican', 'state', 'sinaloa', 'reason', 'alone', 'go']",Positive
4751,619,"Chameleons of the Sea: The Cuttlefish, a Master of Camouflage, Demonstrates a New Trick",These relatives of the octopus and squid save energy by effortlessly extending structures under their skin that help them hide.,"['chameleons', 'sea', 'cuttlefish', 'master', 'camouflage', 'demonstrates', 'new', 'trickthese', 'relatives', 'octopus', 'squid', 'save', 'energy', 'effortlessly', 'extending', 'structures', 'skin', 'help', 'hide']",Positive
4752,999,"Review: The New Sydney Hotel in Hobart, Tasmania","The watering hole in Hobart, Tasmania, casts a wide net at a time when pubs either gentrify or wither.","['review', 'new', 'sydney', 'hotel', 'hobart', 'tasmaniathe', 'watering', 'hole', 'hobart', 'tasmania', 'casts', 'wide', 'net', 'time', 'pubs', 'either', 'gentrify', 'wither']",Neutral
4753,711,Skating Through Uncertainty in a Ski Town Without Snow,Residents have discovered a new passion to fuel their sport-obsessed bones: high-alpine lake hockey.,"['skating', 'uncertainty', 'ski', 'town', 'without', 'snowresidents', 'discovered', 'new', 'passion', 'fuel', 'sport', 'obsessed', 'bones', 'high', 'alpine', 'lake', 'hockey']",Positive
4754,1190,‘It Was Like a Bucket List Thing’,"What are the actor representing Jamaica and the vacuum salesman representing Ghana doing at the Winter Games? Testing their limits, like everyone else.","['like', 'bucket', 'list', 'thingwhat', 'actor', 'representing', 'jamaica', 'vacuum', 'salesman', 'representing', 'ghana', 'winter', 'games', 'testing', 'limits', 'like', 'everyone', 'else']",Positive
4755,951,Drug Regimen Is Said to Enable Transgender Breast-Feeding,A journal says it’s the first documented case of successful inducement of breast-milk production in a transgender woman.,"['drug', 'regimen', 'said', 'enable', 'transgender', 'breast', 'feedinga', 'journal', 'says', 'first', 'documented', 'case', 'successful', 'inducement', 'breast', 'milk', 'production', 'transgender', 'woman']",Positive
4756,1271,A Museum Connects Two Bordeaux,"La Cité du Vin, in the city of Bordeaux, explains the region’s wine culture while also putting it the context of the global wine industry.","['museum', 'connects', 'two', 'bordeauxla', 'cit', 'du', 'vin', 'city', 'bordeaux', 'explains', 'region', 'wine', 'culture', 'also', 'putting', 'context', 'global', 'wine', 'industry']",Neutral
4757,1194,"In Pursuit of Peace, Friction With Israel","The pushback on Israel suggests that the White House is recalibrating its approach to Israel and the Palestinians as it wrestles with when, and how, to put a peace proposal on the table.","['pursuit', 'peace', 'friction', 'israelthe', 'pushback', 'israel', 'suggests', 'white', 'house', 'recalibrating', 'approach', 'israel', 'palestinians', 'wrestles', 'put', 'peace', 'proposal', 'table']",Positive
4758,382,What Is Your Reaction to the Deadly Shooting at a Florida High School?,Has your school ever faced any sort of gun violence or gun incidents? Do you feel safe at school?,"['reaction', 'deadly', 'shooting', 'florida', 'high', 'schoolhas', 'school', 'ever', 'faced', 'sort', 'gun', 'violence', 'gun', 'incidents', 'feel', 'safe', 'school']",Neutral
4759,1104,Trump Wants to Make America White Again,Democrats should be enraged by the immigration policies championed by the White House.,"['trump', 'wants', 'make', 'america', 'white', 'againdemocrats', 'enraged', 'immigration', 'policies', 'championed', 'white', 'house']",Neutral
4760,4256,Resources for Talking and Teaching About the School Shooting in Florida,"How are you addressing the school shooting in Parkland, Fla.? The Learning Network and teachers offer ideas for responding to this attack and the issues it raises.","['resources', 'talking', 'teaching', 'school', 'shooting', 'floridahow', 'addressing', 'school', 'shooting', 'parkland', 'fla', 'learning', 'network', 'teachers', 'offer', 'ideas', 'responding', 'attack', 'issues', 'raises']",Negative
4761,1258,"As Votes Falter On Immigration, Paralysis Sets In",Three measures — including one backed by President Trump — failed to garner the 60 votes required to open Senate debate. The next steps are unclear.,"['votes', 'falter', 'immigration', 'paralysis', 'sets', 'inthree', 'measures', 'including', 'one', 'backed', 'president', 'trump', 'failed', 'garner', 'votes', 'required', 'open', 'senate', 'debate', 'next', 'steps', 'unclear']",Negative
4762,2042,Inclusive Vision,"“Outliers and American Vanguard Art” in Washington, D.C., levels the wall between outsider and insider art, and finds a Venn overlap of “outliers.”","['inclusive', 'visionoutliers', 'american', 'vanguard', 'art', 'washington', 'levels', 'wall', 'outsider', 'insider', 'art', 'finds', 'venn', 'overlap', 'outliers']",Negative
4763,1355,"A University of, by and for the People",Land-grant colleges give all Americans access to an education no matter how much money their parents have.,"['university', 'peopleland', 'grant', 'colleges', 'give', 'americans', 'access', 'education', 'matter', 'much', 'money', 'parents']",Neutral
4764,953,"In Allergy Bullying, Food Can Hurt","An attack with allergens shown in a “Peter Rabbit” scene mirrors real-life threats to kids’ health, parents say.","['allergy', 'bullying', 'food', 'hurtan', 'attack', 'allergens', 'shown', 'peter', 'rabbit', 'scene', 'mirrors', 'real', 'life', 'threats', 'kids', 'health', 'parents', 'say']",Negative
4765,342,Final Approach,"In David Rothenberg’s photos, the jetliners landing at La Guardia Airport are silent, imposing behemoths. For the Queens neighborhoods under the flight path, they are anything but silent.","['final', 'approachin', 'david', 'rothenberg', 'photos', 'jetliners', 'landing', 'la', 'guardia', 'airport', 'silent', 'imposing', 'behemoths', 'queens', 'neighborhoods', 'flight', 'path', 'anything', 'silent']",Positive
4766,183,"Flatbush and Nostrand, January ’61",Seeing a familiar face while waiting for the bus back to Rockaway Beach.,"['flatbush', 'nostrand', 'januaryseeing', 'familiar', 'face', 'waiting', 'bus', 'back', 'rockaway', 'beach']",Neutral
4767,1338,"In Netanyahu’s Israel, Divisiveness Is Now All About Him","Israeli politics has always been noisily contentious, but with the prime minister facing possible bribery charges, the toxicity threatens to reach new heights.","['netanyahu', 'israel', 'divisiveness', 'himisraeli', 'politics', 'always', 'noisily', 'contentious', 'prime', 'minister', 'facing', 'possible', 'bribery', 'charges', 'toxicity', 'threatens', 'reach', 'new', 'heights']",Negative
4768,1231,Former Teacher and His Twin Are Charged With Bomb-Making,Investigators found an index card that read: “Under the full moon the small ones will know terror.”,"['former', 'teacher', 'twin', 'charged', 'bomb', 'makinginvestigators', 'found', 'index', 'card', 'read', 'full', 'moon', 'small', 'ones', 'know', 'terror']",Negative
4769,1004,"A Race She Couldn’t Lose, Until She Did","Shiffrin, who said she felt oddly adrift during her first run, finished fourth in the slalom, her best event.","['race', 'lose', 'didshiffrin', 'said', 'felt', 'oddly', 'adrift', 'first', 'run', 'finished', 'fourth', 'slalom', 'best', 'event']",Negative
4770,1217,"South Africa’s Unemployment Rate Is 27%. Now, Perhaps, a Fresh Start.","Jacob Zuma’s ouster as president is raising hopes of better fortunes for the nation’s moribund economy, but it will not happen easily.","['south', 'africa', 'unemployment', 'rate', 'perhaps', 'fresh', 'startjacob', 'zuma', 'ouster', 'president', 'raising', 'hopes', 'better', 'fortunes', 'nation', 'moribund', 'economy', 'happen', 'easily']",Positive
4771,535,Trump Kills Immigration Compromise,A bill would have saved the Dreamers and given him his wall. He’d rather play political games.,"['trump', 'kills', 'immigration', 'compromisea', 'bill', 'would', 'saved', 'dreamers', 'given', 'wall', 'rather', 'play', 'political', 'games']",Neutral
4772,845,The Bad Parent Caucus,"Stuff the thoughts, hold the prayers, and do something to stop school shootings.","['bad', 'parent', 'caucusstuff', 'thoughts', 'hold', 'prayers', 'something', 'stop', 'school', 'shootings']",Negative
4773,1286,Inquiry Into Ex-City Ballet Chief Ends in a Cloud,"Former New York City Ballet dancers accused Mr. Martins of verbal and physical abuse, and an anonymous letter contained sexual harassment allegations against him.","['inquiry', 'ex', 'city', 'ballet', 'chief', 'ends', 'cloudformer', 'new', 'york', 'city', 'ballet', 'dancers', 'accused', 'mr', 'martins', 'verbal', 'physical', 'abuse', 'anonymous', 'letter', 'contained', 'sexual', 'harassment', 'allegations']",Negative
4774,834,"Budgets,  Bad Faith  And ‘Balance’","These days, the G.O.P. basically lies about everything.","['budgets', 'bad', 'faith', 'balancethese', 'days', 'basically', 'lies', 'everything']",Negative
4775,818,"U.S. Condemns Russia for Computer Attack, Showing Split in Stance Toward Putin",The attack was aimed at Ukraine but crippled computers around the world.,"['condemns', 'russia', 'computer', 'attack', 'showing', 'split', 'stance', 'toward', 'putinthe', 'attack', 'aimed', 'ukraine', 'crippled', 'computers', 'around', 'world']",Negative
4776,884,The Rise of the Amphibians,Millennials who can thrive in radically different environments may save the world.,"['rise', 'amphibiansmillennials', 'thrive', 'radically', 'different', 'environments', 'may', 'save', 'world']",Neutral
4777,1763, Florida Shooting Suspect  Displayed Flashes of Rage And Other Warning Signs,"Mr. Cruz, the suspect in the Parkland, Fla., school shooting, had no criminal history. But his childhood was certainly difficult.","['florida', 'shooting', 'suspect', 'displayed', 'flashes', 'rage', 'warning', 'signsmr', 'cruz', 'suspect', 'parkland', 'fla', 'school', 'shooting', 'criminal', 'history', 'childhood', 'certainly', 'difficult']",Negative
4778,1260,A Horror Story Is Replaying as America Reloads,"Deadly shootings in schools have become a sad and distinct American ritual, with familiar images and a familiar response.","['horror', 'story', 'replaying', 'america', 'reloadsdeadly', 'shootings', 'schools', 'become', 'sad', 'distinct', 'american', 'ritual', 'familiar', 'images', 'familiar', 'response']",Negative
4779,1267,Children’s Book Sector Reckons With #MeToo,"Allegations of mistreatment of women flooded the children’s publishing industry over the past week and ensnared James Dashner, the author of the “Maze Runner” series.","['children', 'book', 'sector', 'reckons', 'metooallegations', 'mistreatment', 'women', 'flooded', 'children', 'publishing', 'industry', 'past', 'week', 'ensnared', 'james', 'dashner', 'author', 'maze', 'runner', 'series']",Neutral
4780,329,The N.R.A. Can Be Beat,It’s time to vote the gun lobby out of office.,"['beatit', 'time', 'vote', 'gun', 'lobby', 'office']",Neutral
4781,620,Like a Mythical Lion,Start off your solving weekend with a David Steinberg puzzle.,"['like', 'mythical', 'lionstart', 'solving', 'weekend', 'david', 'steinberg', 'puzzle']",Positive
4782,1192,V.A. Secretary Says White House Officials Are Trying to Force Him Out,"David Shulkin, the lone Obama administration holdover in President Trump’s cabinet, said that political appointees were trying to oust him from the department he leads.","['secretary', 'says', 'white', 'house', 'officials', 'trying', 'force', 'outdavid', 'shulkin', 'lone', 'obama', 'administration', 'holdover', 'president', 'trump', 'cabinet', 'said', 'political', 'appointees', 'trying', 'oust', 'department', 'leads']",Positive
4783,1235,Kosovo Finds Little To Cheer a Decade After Independence,"I first came to Kosovo nearly 20 years ago, when NATO intervened against Serbia in the war. A recent visit showed optimism yielding to fear and resignation.","['kosovo', 'finds', 'little', 'cheer', 'decade', 'independencei', 'first', 'came', 'kosovo', 'nearly', 'years', 'ago', 'nato', 'intervened', 'serbia', 'war', 'recent', 'visit', 'showed', 'optimism', 'yielding', 'fear', 'resignation']",Neutral
4784,157,2018 Winter Olympics,What have been your favorite moments of the Games so far and why?,"['winter', 'olympicswhat', 'favorite', 'moments', 'games', 'far']",Positive
4785,228,Teaching Activities for: ‘Using Art to Tackle Obesity and Diabetes in Youth’,What can you learn about the causes and impact of obesity and diabetes from young people’s stories?,"['teaching', 'activities', 'using', 'art', 'tackle', 'obesity', 'diabetes', 'youthwhat', 'learn', 'causes', 'impact', 'obesity', 'diabetes', 'young', 'people', 'stories']",Neutral
4786,330,"‘When She Talks, They Accuse Her of Personalizing.’","What are we leaving out when we encourage one another to speak rationally, objectively and impersonally?","['talks', 'accuse', 'personalizingwhat', 'leaving', 'encourage', 'one', 'another', 'speak', 'rationally', 'objectively', 'impersonally']",Neutral
4787,1913,New York Is His Mixtape,The unifying voice of the Obama years digs in for a fractious new era and a second child.,"['new', 'york', 'mixtapethe', 'unifying', 'voice', 'obama', 'years', 'digs', 'fractious', 'new', 'era', 'second', 'child']",Negative
4788,1383,John Oliver’s Quest for the Truth,Mr. Oliver talks about the new season of his topical HBO comedy series and a challenging interview of Dustin Hoffman that he conducted.,"['john', 'oliver', 'quest', 'truthmr', 'oliver', 'talks', 'new', 'season', 'topical', 'hbo', 'comedy', 'series', 'challenging', 'interview', 'dustin', 'hoffman', 'conducted']",Negative
4789,1950,"Old House, Big Chore",There is a lot to learn when you buy an old house — and what seems like a simple fix can turn into a major project.,"['old', 'house', 'big', 'chorethere', 'lot', 'learn', 'buy', 'old', 'house', 'seems', 'like', 'simple', 'fix', 'turn', 'major', 'project']",Positive
4790,539,Teaching With: ‘The Bionic Man’,This short documentary examines how robots are poised to change the way we do business and conduct our daily lives.,"['teaching', 'bionic', 'manthis', 'short', 'documentary', 'examines', 'robots', 'poised', 'change', 'way', 'business', 'conduct', 'daily', 'lives']",Positive
4791,2169,The Tyranny of Convenience,All the personal tasks in our lives are being made easier. But at what cost?,"['tyranny', 'convenienceall', 'personal', 'tasks', 'lives', 'made', 'easier', 'cost']",Neutral
4792,1093,The Wager of Raising a Child Abroad,Our sense of belonging often comes from shared memories of collective experience. What will my multicultural daughter identify with?,"['wager', 'raising', 'child', 'abroadour', 'sense', 'belonging', 'often', 'comes', 'shared', 'memories', 'collective', 'experience', 'multicultural', 'daughter', 'identify']",Neutral
4793,1385,Isolated Nation Could Feel Winds of Change,"At the Olympics, curious onlookers scrutinize visitors from the isolated North and wonder what a peek at a broader world could achieve.","['isolated', 'nation', 'could', 'feel', 'winds', 'changeat', 'olympics', 'curious', 'onlookers', 'scrutinize', 'visitors', 'isolated', 'north', 'wonder', 'peek', 'broader', 'world', 'could', 'achieve']",Negative
4794,782,It’s Work and a Pinch of Play for Salt Bae,"Nusret Gokce has moved into the Plaza Hotel in order to be close to his new restaurant, Nusr-Et, where he spends most of the day.","['work', 'pinch', 'play', 'salt', 'baenusret', 'gokce', 'moved', 'plaza', 'hotel', 'order', 'close', 'new', 'restaurant', 'nusr', 'et', 'spends', 'day']",Neutral
4795,1212,"It Isn’t Central Park, but It Will Do","Central Park real estate may be unattainable for most New Yorkers, but living across from any green space will increase your property values.","['central', 'park', 'docentral', 'park', 'real', 'estate', 'may', 'unattainable', 'new', 'yorkers', 'living', 'across', 'green', 'space', 'increase', 'property', 'values']",Neutral
4796,1105,‘RuPaul’s Drag Race All Stars’: Get Out of My Station,This week’s episode featured the beloved Snatch Game challenge.,"['rupaul', 'drag', 'race', 'stars', 'get', 'stationthis', 'week', 'episode', 'featured', 'beloved', 'snatch', 'game', 'challenge']",Neutral
4797,930,These Actors Are Off Book. Way Off.,Words on the page are only a start when improvisers and actors collaborate at a monthly show at Upright Citizens Brigade called “Gravid Water.” And that’s just fine with a theater critic.,"['actors', 'book', 'way', 'offwords', 'page', 'start', 'improvisers', 'actors', 'collaborate', 'monthly', 'show', 'upright', 'citizens', 'brigade', 'called', 'gravid', 'water', 'fine', 'theater', 'critic']",Neutral
4798,925,"Reporting on a Mass Shooting, Again",Gun violence is common enough in the United States that Times journalists have developed a logistical playbook for covering it. But tragedy wears on them like everyone else.,"['reporting', 'mass', 'shooting', 'againgun', 'violence', 'common', 'enough', 'united', 'states', 'times', 'journalists', 'developed', 'logistical', 'playbook', 'covering', 'tragedy', 'wears', 'like', 'everyone', 'else']",Positive
4799,1300,"You, Too, Can Have Abs Like Adam Rippon’s","The figure skater, who used to struggle with unhealthy eating, has a passionate social media following that includes frequent comments on his chiseled physique. Here is a look at his workout regimen.","['abs', 'like', 'adam', 'rippon', 'sthe', 'figure', 'skater', 'used', 'struggle', 'unhealthy', 'eating', 'passionate', 'social', 'media', 'following', 'includes', 'frequent', 'comments', 'chiseled', 'physique', 'look', 'workout', 'regimen']",Neutral
4800,1386,Flipping From Politics to Memoir,A reporter who spent a decade covering Hillary Clinton’s presidential campaigns talks about her adjustment to book leave and finding the “foreign land where writers live.”,"['flipping', 'politics', 'memoira', 'reporter', 'spent', 'decade', 'covering', 'hillary', 'clinton', 'presidential', 'campaigns', 'talks', 'adjustment', 'book', 'leave', 'finding', 'foreign', 'land', 'writers', 'live']",Neutral
4801,1334,Bans on Asking  About Past Pay  Can Backfire,A growing number of state and local laws ban an employer practice that is said to perpetuate pay bias. But some researchers say the move may be counterproductive.,"['bans', 'asking', 'past', 'pay', 'backfirea', 'growing', 'number', 'state', 'local', 'laws', 'ban', 'employer', 'practice', 'said', 'perpetuate', 'pay', 'bias', 'researchers', 'say', 'move', 'may', 'counterproductive']",Negative
4802,1288,Commerce Dept. Recommends Stiff Penalties on Metal Imports,"The Commerce Department said foreign metals posed a threat to national security, setting the stage for President Trump to consider stiff tariffs.","['commerce', 'dept', 'recommends', 'stiff', 'penalties', 'metal', 'importsthe', 'commerce', 'department', 'said', 'foreign', 'metals', 'posed', 'threat', 'national', 'security', 'setting', 'stage', 'president', 'trump', 'consider', 'stiff', 'tariffs']",Negative
4803,693,A Bean Stew That Is Far From Ordinary,"With its mix of raw and browned onions, fresh herbs and a pungent hit of garlic, lobio is a far-from-ordinary bean dish.","['bean', 'stew', 'far', 'ordinarywith', 'mix', 'raw', 'browned', 'onions', 'fresh', 'herbs', 'pungent', 'hit', 'garlic', 'lobio', 'far', 'ordinary', 'bean', 'dish']",Neutral
4804,1015,"Warned About Suspect, F.B.I. Didn’t Act","The information should have been assessed and forwarded to the F.B.I. field office, the agency said.","['warned', 'suspect', 'actthe', 'information', 'assessed', 'forwarded', 'field', 'office', 'agency', 'said']",Negative
4805,1293,Indictment Bares Russian Network To Twist 2016 Vote,The indictment does not allege collusion but reveals in painstaking detail how Russians posed as American activists to boost Mr. Trump’s campaign.,"['indictment', 'bares', 'russian', 'network', 'twist', 'votethe', 'indictment', 'allege', 'collusion', 'reveals', 'painstaking', 'detail', 'russians', 'posed', 'american', 'activists', 'boost', 'mr', 'trump', 'campaign']",Negative
4806,1271,A Lot on Their Plate to Fulfill,The chef Deuki Hong and two partners won the job of revamping the menu at the Asian Art Museum in San Francisco by breaking the rules.,"['lot', 'plate', 'fulfillthe', 'chef', 'deuki', 'hong', 'two', 'partners', 'job', 'revamping', 'menu', 'asian', 'art', 'museum', 'san', 'francisco', 'breaking', 'rules']",Negative
4807,660,Trump’s Twin Deficits (Wonkish),"It’s not a repeat of Reaganomics, but it rhymes","['trump', 'twin', 'deficits', 'wonkishit', 'repeat', 'reaganomics', 'rhymes']",Positive
4808,432,"Chicken Potpie, the Spinoff","To give this homey dish a certain elegance, use frozen puff pastry and turn it into fetching, flaky hand pies.","['chicken', 'potpie', 'spinoffto', 'give', 'homey', 'dish', 'certain', 'elegance', 'use', 'frozen', 'puff', 'pastry', 'turn', 'fetching', 'flaky', 'hand', 'pies']",Negative
4809,453,"Salmon, Two Ways: One Epic, One Everyday",The chef Yotam Ottolenghi begins a new series of columns on how to take favorite ingredients in different directions.,"['salmon', 'two', 'ways', 'one', 'epic', 'one', 'everydaythe', 'chef', 'yotam', 'ottolenghi', 'begins', 'new', 'series', 'columns', 'take', 'favorite', 'ingredients', 'different', 'directions']",Positive
4810,786,Now Let Mueller Do His Job,The indictments of 13 Russians for interfering in the 2016 election are a wakeup call for all Americans.,"['let', 'mueller', 'jobthe', 'indictments', 'russians', 'interfering', 'election', 'wakeup', 'call', 'americans']",Neutral
4811,952,The Russians Are Coming (Again),Robert Mueller’s latest indictments show how real the threat to U.S. elections is. When will the White House acknowledge it?,"['russians', 'coming', 'againrobert', 'mueller', 'latest', 'indictments', 'show', 'real', 'threat', 'elections', 'white', 'house', 'acknowledge']",Negative
4812,825,To Repeat:  Repeal the  Second,A fix to the Constitution would remove a barrier to real change.,"['repeat', 'repeal', 'seconda', 'fix', 'constitution', 'would', 'remove', 'barrier', 'real', 'change']",Neutral
4813,927,"Crack, in a Way",Peter Wentz puts a lot into the puzzle today.,"['crack', 'waypeter', 'wentz', 'puts', 'lot', 'puzzle', 'today']",Negative
4814,1079,Small minds and jingoism in Poland,The Polish lurch into illiberalism and rewritten history is an immediate danger to the European idea.,"['small', 'minds', 'jingoism', 'polandthe', 'polish', 'lurch', 'illiberalism', 'rewritten', 'history', 'immediate', 'danger', 'european', 'idea']",Negative
4815,1221,"When the Parents Are Back, This Time for Good","Multigenerational and shared housing arrangements are on the rise, reversing a decades-long trend.","['parents', 'back', 'time', 'goodmultigenerational', 'shared', 'housing', 'arrangements', 'rise', 'reversing', 'decades', 'long', 'trend']",Neutral
4816,385,"When a Table and Chairs Go Flying, Who Can Prevent a Repeat?",What can be done to make sure large items from a neighbor’s terrace don’t come crashing down onto yours?,"['table', 'chairs', 'go', 'flying', 'prevent', 'repeatwhat', 'done', 'make', 'sure', 'large', 'items', 'neighbor', 'terrace', 'come', 'crashing', 'onto']",Negative
4817,328,Variety: Acrostic,"Emily Cox and Henry Rathvon sizzle, twizzle and perform a masterly acrostic.","['variety', 'acrosticemily', 'cox', 'henry', 'rathvon', 'sizzle', 'twizzle', 'perform', 'masterly', 'acrostic']",Positive
4818,1450,"To Create Rifts, Russians Liked Facebook Most",The special counsel’s indictment detailed how crucial Facebook and Instagram were to the Russian campaign to disrupt the presidential election.,"['create', 'rifts', 'russians', 'liked', 'facebook', 'mostthe', 'special', 'counsel', 'indictment', 'detailed', 'crucial', 'facebook', 'instagram', 'russian', 'campaign', 'disrupt', 'presidential', 'election']",Negative
4819,887,You’re Wrong! I’m Right!,On both sides we’re too quick to reject the other’s views.,"['wrong', 'righton', 'sides', 'quick', 'reject', 'views']",Negative
4820,1208,Why Wasn’t My Son the Last Victim?,My son was killed in a school shooting. No parent should have to endure this pain.,"['son', 'last', 'victimmy', 'son', 'killed', 'school', 'shooting', 'parent', 'endure', 'pain']",Negative
4821,838,No Country for Young Men With AR-15s,A restriction compatible with a vision of armed citizenship.,"['country', 'young', 'men', 'ar', 'sa', 'restriction', 'compatible', 'vision', 'armed', 'citizenship']",Neutral
4822,935,Appeasing  The Gun Gods,"Despite tears and shattered hearts, President Trump and Congress will do nothing.","['appeasing', 'gun', 'godsdespite', 'tears', 'shattered', 'hearts', 'president', 'trump', 'congress', 'nothing']",Positive
4823,1237,The Undoing of Justice Reform,The president and his attorney general have a backward worldview that is translating into regressive policies.,"['undoing', 'justice', 'reformthe', 'president', 'attorney', 'general', 'backward', 'worldview', 'translating', 'regressive', 'policies']",Negative
4824,908,Yoga Pants Are Bad for Women,Whatever happened to sweatpants?,"['yoga', 'pants', 'bad', 'womenwhatever', 'happened', 'sweatpants']",Negative
4825,1067,Russia Wanted Trump to Win. And It Wanted to Get Caught.,Its election interference didn’t aim at just the outcome — it also targeted attitudes toward our democracy.,"['russia', 'wanted', 'trump', 'win', 'wanted', 'get', 'caughtits', 'election', 'interference', 'aim', 'outcome', 'also', 'targeted', 'attitudes', 'toward', 'democracy']",Positive
