articleWordCount,headline,snippet
715,What Winter Olympic Sports Are You Most Excited About Watching?,Which other sports would you add to the Winter Games?
1983,No Room for Romance,"For some New Yorkers, dating someone in the neighborhood is a recipe for relationship disaster. So much for marrying the boy or girl next door."
1143,Tight Market Finally Fuels Wage Gains For Workers,"Payrolls grew by 200,000 last month and hourly earnings were up 2.9 percent in a sign that American workers were benefiting from a tight labor market."
1949,The Dawn of a Crypto Utopia?,"Dozens of entrepreneurs, made newly wealthy by virtual currencies, have moved to the island to avoid taxes on their fortunes — and to build a society that runs on blockchain."
1370,Trouble With Words,"Mr. Baldwin’s recent attack on Dylan Farrow, who has accused Woody Allen of abuse, has drawn sharp criticism. Some viewers say his words undercut his Trump satire."
1372,Attempt  To Recall  Judge Has Detractors,One side is outraged over the abundance of sexual crimes against women; the other is worried about judicial independence and mass incarceration.
2723,Elegant Relic of Restaurant Row,"Barbetta, with its jewelry-box décor and European roots, has been a theater district institution for more than a century. But is there a future for old-fashioned fine dining?"
2345,"A Wealth of Pyramids, but More Iguanas Than People","The Mexican state on the Yucatán Peninsula is rich in Maya sites, including Calakmul and Xcalumkín. You will hear the howler monkeys, but you won’t see many tourists."
639,"Teaching With: ‘Sinking Islands, Floating Nation’",In what ways is Kiribati a case study for those interested in taking stock of climate change woes?
1051,The Last Two Weeks of Polls Have Been Great for Republicans. Do They Signal a Shift?,The Democrats’ impressive lead in the generic congressional ballot has slipped. 
833,Trump’s corruption of the American Republic,The danger of lowered expectations and the ever more frequent shrug.
1765,Football Destroyed My Husband’s Mind,"He chose the sport, but he did not choose brain damage."
850,The Stormy Daniels Presidency,“Are you better off than you were before?” is a reasonable standard. But it has never been the leverage for allowing a democracy to collapse.
812,What My Mother Left Me,I am a balding woman. Is my missing hair a connection with my missing mom?
1091,A Violent Sport Is Attracting More Female Players. Is That Progress?,"With a growing body of research suggesting that youth tackle football is harmful to children’s brains, not everyone is cheering."
1347,"A Chronicle of Syrian Torture, Image by Image","Najah al-Bukai, an artist who survived the Assad government’s notorious detention centers, copes with the trauma by drawing what he and others went through."
982,Stiff Parole Rules Keep Cells Filled,"Even as the number of prisoners falls, parole violators are an increasing percentage of the imprisoned, often jailed for as little as missing a curfew."
1573,G.O.P. Memo Leads to Fresh Jousting on Russia Inquiry,The memo accused senior officials at the F.B.I. and Justice Department of bias in the early stages of the Russia investigation.
883,Expensive Sales and Star Transactions Mark the Beginning of the Year,The new year began about the same way as 2017 ended: with outsize closings of combo-ready penthouses at 432 Park Avenue.
1247,Defying Easy Labels Is His Game,"Alan Ball, the creative force behind “True Blood” and “Six Feet Under,” returns to HBO with a mysterious drama about a family with three adopted children."
1087,"After Women Testify, Father Lunges at Sports Doctor in Court Room","Randall Margraves had been standing next to his daughters in Eaton County Circuit Court in Charlotte, Mich., as they gave statements about Dr. Nassar’s sexual abuse."
115,We Answered Your Questions About Writing for The Edit,"Watch a Facebook Live conversation with Lindsey Underwood, the editor of The Edit, a newsletter written for college students and recent grads."
1101,Who’ll  Help Mom?,Nearly one million immigrants are taking care of elderly patients. Many caregivers may lose their protected status; others may choose to leave an increasingly restrictive country.
348,"From ‘Fire Sermon,’ by Jamie Quatro",Quatro squeezes large flows of time into one slender book — and into one unusual sentence.
754,A New Cocktail Conference With a Political Twist,"Chicago Style, founded by three women, will bring bar professionals together in May to party — and talk about issues of gender and race."
1196,"Jacques d’Amboise, Apollo at 83","Mr. d’Amboise tells a good story. Here he talks about work, life and his fellow Balanchine guys Edward Villella and Arthur Mitchell."
477,"Squid, Braised Not Fried, Makes for a Savory Stew","Try braising squid instead of frying it, for a savory and satisfying stew with accents of carrots, turnips and garlic."
331,The Bad News in the Good News,The economic data actually point to a low-growth future.
553,A Sheet-Pan Supper That Defies the Seasons,"This colorful dish pairs roasted chicken thighs with sweet potatoes, peppers and quickly pickled red onions."
533,Lighter Side of a Dostoyevsky Downer,Rude Mechs boil down the 800 pages of “The Brothers Karamazov” to a searching but silly 80-minute show. Hot tub included.
1345,Flu Season Alarms as Aches and Misery Spread,The worst flu season in nearly a decade has filled emergency rooms and strained resources at medical centers. Hospitalization and infection rates are among the highest in two decades.
1111,Stocks Plunge As Boom Starts To Look Shaky,"U.S. stocks have ended their worst week since February 2016, as investors worried about rising interest rates after a long market boom."
1471,"A Sprinkle, a Snapshot, a Sensation","Pete Wells submits to the meme, and the copious meat, at a Turkish steakhouse where the chef is world-famous for his salt-flicking technique."
765,Now On to Trump’s Tax Returns,"Since Republicans are now on board with greater transparency, surely they’ll be eager to release more information to the public."
1524,Lenders See Rules Easing Under Trump,"The industry has gone from villain to victor, the result of a lobbying campaign that has culminated in a far friendlier approach by the Consumer Financial Protection Bureau."
552,This Town Includes Sex Offenders,"This smart, troubling piece of documentary theater spends time with men cordoned off from regular society, and those who believe they can be redeemed."
818,Devin Nunes’s  Nothingburger,The congressman exposes a conspiracy so small …
784,Why I Am Leaving The F.B.I.,It is time to speak out against the unfair partisan attacks against the bureau.
1398,"Hue Prepared for a Holiday, Then the War Came","As residents embraced the arrival of a new and hopefully better year, a Communist attack, years in the planning, was about to unfold."
1503,G.O.P. Braces As Statehouses Are Put In Play,"Republicans have dominated state governments for almost a decade, but Democrats are exploiting President Trump’s unpopularity in an effort to make inroads in 2018."
1481,"Who’s Able-Bodied, Anyway?",The 400-year history of how we talk about the deserving versus the undeserving poor.
2951,"A Goddess, A Mogul And a Mad Genius",The actress is finally ready to talk about Harvey Weinstein.
407,"When Mold Appears on the Wall,  It’s Up to the Co-op Board to Help","A tenant in a co-op wants to see mold reports, but the board will not help."
3791,Molested as F.B.I. Case Plodded for a Year,"The agency was seemingly slowed by jurisdictional issues, and athletes went unwarned that a potential child molester was in their midst."
638,Accounting for Taste: Not for Your Ears Only: How Sour Gets Its Zing,"When scientists recently discovered a protein that may help with the detection of sour tastes, they realized it had previously been identified in the inner ear."
428,Variety: Acrostic,"Heads or tails, Emily Cox and Henry Rathvon?"
885,The Memo Doesn’t Vindicate Trump. It’s More Proof of Obstruction.,What might be the lasting legacy of the Nunes memo is what it says about the president’s corrupt intent.
735,"Beyond the Slave Trade, The Cadaver Trade","For much of the 19th century, when medical schools needed specimens, they relied on the dead bodies of enslaved people."
945,How Trump Can Keep His Promises,"Perhaps he will finally take them seriously to impress midterm voters. If so, there are many good ideas to consider."
843,The Necessary Immigration Debate,Why the case for limits is worth hearing.
909,Woody Allen Meets #MeToo,More people seem to believe Dylan Farrow’s charge that her adoptive father sexually assaulted her when she was 7.
1125,The Scariest Catholic in America,Watch out! This compassionate priest could be coming to a parish near you.
984,Cracking Wise,David Levinson Wilk vies for our approval.
1403,Deadly Crash in South Carolina Is a New Challenge for Amtrak,"A passenger train crashed into a freight train on Sunday, killing two people and injuring more than 100 in the third high-profile crash involving the rail company since mid-December."
1538,ISIS Fighters Flee Syria Front Line For New Battles,"As some militants go into hiding and others slip into Turkey, the flow risks tarnishing American declarations that the Islamic State has been largely defeated."
1275,"Catalonia’s Leader, Roaming in Exile, Loses Some of His Sway","After declaring Catalonia independent from Spain last October, the region’s former president escaped to Belgium. Now he finds himself caught in a strange existence."
1468,"After Years of Investigation, a Bribery Case Suddenly Folds","The long arc of the corruption investigation into Senator Robert Menendez, which began more than five years ago with salacious rumors, collapsed over two weeks in January."
410,Let Them Eat French Fries,"Paul Ryan isn’t just out of touch, he’s scamming the public."
1332,Vast Patience In Amazon Was a Virtue For Investors,"The retailer’s stock is soaring, but it wasn’t always that way. The company had lean years in which it told investors to have faith in its long-term strategy."
93,Kiss on the Platform,Perfectly positioned for a quick bit of affection.
328,Going Through Phases,Alan Arbesfeld passes time by looking up.
1483,Accountability Crucial in Deal For Wells Fargo,The landmark settlement between Wells Fargo and the Fed shows regulators’ new emphasis on making board members responsible for their institutions’ conduct.
757,#MeToo And Law’s Limitations,Sexual harassment laws couldn’t work until society started believing women.
1058,Democrats Press Case to Release Rebuttal of G.O.P. Russia Memo,"As some Republicans backed away from President Trump’s claim that a new memo vindicates him in the Russia inquiry, Democrats sought the release of their own classified rebuttal."
1104,Fears for Democracy Rise As Kenya Silences Dissent,"Just months ago, Kenya was praised for its democracy. Now the government is ignoring court orders, jailing opponents and threatening journalists."
831,Our Hackable Political Future,Imagine the day when operatives can create fake video of their enemies. That day is here.
1510,U.S. Chases Russia Into New Arms Race as a Treaty Takes Effect,"A new nuclear policy issued by the Trump administration, which vows to counter a rush by the Russians to modernize their forces, is touching off a new kind of nuclear arms race."
649,Two Adversaries Ignore a Shared Foe,Is it too much to ask New York’s warring mayor and governor to work together in the face of a near-existential crisis?
825,It’s Time to End the Scam of Flying Pets,Those who stretch the meaning of “service animals” do a disservice to fellow air travelers.
830,Constitutional  Crisis in  Slow Motion,Trump will never put the country above himself.
1035,"‘Star Trek: Discovery’ Season 1, Episode 14: I’m Captain Now","This week’s “Star Trek: Discovery” brought us back to the Prime Universe, where everyone is suspiciously acting like we are in the Mirror Universe."
4029,"Rogues, Despots and the Collapse of a P.R. Firm","The British firm Bell Pottinger, hired by three brothers now caught up in a nationwide corruption scandal, helped drive racial tensions to levels not felt since apartheid."
1851,Rare Birds,"In a battle of offenses, Zach Ertz scored the winning touchdown with 2:21 left as Philadelphia kept Tom Brady and the New England Patriots from their sixth title."
959,Will This Knock the Chip Off Philly’s Shoulder?,A city that for so long has endured cruel blow after cruel blow in major sporting events will wake up Monday with a fair amount of disorientation.
1200,"At the Center, I Found a Lie","After months of investigating, video producer Emma Cott confronted Elliott Kline, a.k.a. Eli Mosley, with her findings."
1628,A Rush to Track  Digital Villainy,The country’s crime classification system is antiquated. Police commanders struggle with no data on an array of technology-based crimes.
2575,"Two Cities, Two Countries, but Common Ground","Nogales, Ariz., and Nogales, Mexico, are sister cities with shared history. The effect of the wall between them has been profound, but connections endure."
979,It’s as if She’s Living in an Art Piece,"In exchange for being the resident caretaker of the Conference House, a history buff gets to live there rent free."
520,"What’s Going On in This Picture? | Feb. 5, 2018","Look closely at this image, stripped of its caption, and join the moderated conversation about what you and other students see."
1231,"Even in Family-Friendly Scandinavia, Mothers Are Paid Less",Motherhood is the biggest cause of the gender pay gap. It might take fathers to change that.
1696,Who First Showed Us That Black Lives Matter?,Revolutionary thinkers who insisted on our status as humans gave the movement a meaning that transcends the demand to stop police brutality.
703,Medicaid Work Requirements Are Yet Another Burden for Trans Workers,Transgender people face a double bind: Find jobs amid rampant prejudice or lose critical medical coverage.
1124,A Familiar Road to War,I worked on Colin Powell’s speech supporting the invasion of Iraq 15 years ago. The Trump administration is doing the same thing today with Iran.
1171,Breaking Gender Stereotypes in the Toy Box,What toys children play with can influence the skills they learn and the possibilities they see for themselves.
1084,Exposing Infants to Micro-Organisms,Fewer scheduled cesarean deliveries and more breast-feeding could give babies more protective bacteria.
970,How Silicon Valley Came to Be a Land of ‘Bros’,"Why is the tech industry populated with so many aggressive dudes and so few women? Emily Chang examined the issue in her book, “Brotopia,” and shared her findings with us."
598,Would You Quit Social Media?,How do you think your life could be different if you did not engage with social media?
278,Teaching Activities for: ‘The Eagles Vanquish the Patriots to Win Their First Super Bowl’,How did the Philadelphia Eagles make history on Sunday night?
867,The Eagles Beat Him. Time Can’t.,"Nick Foles was named M.V.P. of the Super Bowl, but Brady was exceptional in defeat."
1252, Rebuttal Memo by Democrats Faces Its Next Hurdle: Trump,"The House Intelligence Committee voted to release a Democratic rebuttal to a Republican memo on surveillance abuse, putting its fate in President Trump’s hands."
1232,Further Broad Declines Agitate Global Markets And Unnerve Investors,Sharp moves in the stock market come as investors digest the growth prospects for the world and look for signs of inflation.
846,It’s a Solid! It’s a Liquid! It’s Superionic!,"Long theorized to be found in the mantles of Uranus and Neptune, the confirmation of the existence of superionic ice could lead to the development of new materials."
1533,Beastly Arithmetic,"Numerosity is deeply embedded in species that need to track quantity, such as hungry spiders and schooling fish. But the ability seems to have faded in humans."
1080,"In Australia, Arsonists May Have Wings",Aboriginal Australians have long believed that some predatory birds deliberately spread wildfires. A few ornithologists have set out to find proof.
1665,The Sweet Soul of Vinegar,"American cooks are making it from all kinds of things, from mushrooms to flowers, and using it to fine-tune their dishes from start to finish."
902,Making  (Bad) Vinegar  at Home,"Eric Asimov knows wine, but his experiment at fermenting it further ran into some serious complications."
651,Justices Decline to Halt Court’s Order to Redraw A Partisan Election Map,"The Supreme Court, which has been busy with federal cases claiming that voting districts were warped by politics, let stand one from a state court."
1169,"At Liz Smith’s Memorial, Gossiping Was Required","Liz Smith was one of the most famous gossip columnists of the last 50 years. Friends said kindness, not schadenfreude, was her stock in trade."
569,Dr. King’s Words Turned Upside Down,"He had a dream of justice, not of getting a new truck. Be a drum major for righteousness, he said, not greed."
1462,"For Nassar Accusers at Michigan State, Feelings of a Trust Betrayed",Larry Nassar’s most famous victims were world-class gymnasts. But his many victims also include Michigan State athletes who feel the university failed them.
412,The Dating Blues? #MeToo,All I want is a man who hasn’t committed a crime.
1634,A Masthead Milestone for The Times,"When Monica Drake started here in 1998, she was told, “We don’t hire interns.” Not only was she hired, she made history."
1257,Plunge in Value Makes the Frauds and Flaws in Virtual Currencies Harder to Ignore,Hackers draining online exchanges. Ponzi schemes. Regulators unable to keep up with heightened interest in virtual currencies. A young industry’s problems have become clearer in recent weeks.
845,Why the Plunge Isn’t as Scary as It Seems,It can be easy to be misled by big point swings after a long period of quiet in global markets.
1231,From Black Gold to Golden Rays,"Riyadh plans to build a $300 million solar farm that would generate enough electricity to power around 40,000 homes, an example Saudi leaders hope will have positive consequences."
874,Are We Seeing Trumphoria Hit a Wall?,"The market isn’t the economy; still, it looks as if reality is breaking in."
796,"Bloated Construction Costs at M.T.A.  Risk Strangling Growth, Report Finds","The Regional Plan Association called for a new approach to big projects like East Side Access, emphasizing efficiency and ending rules that require superfluous workers."
1785,Lawyer in Terror Trial Is Seen as Unfit. He Agrees.,"Lt. Alaric Piette knows he is unfit to be Abd al-Rahim al-Nashiri’s only lawyer. But leaving his client with no one, he says, would be worse."
1243,Be Fruitful and Multiply. So a Mutant Crayfish Did.,"Every marbled crayfish is a female clone. The population is exploding in Europe, but the species seems to have originated in the American Southeast."
848,How Nations Recover,Britain’s revival between 1820 and 1848 has some humbling lessons for us today.
1181,Lawyers Tell Trump to Refuse Mueller Interview,"The lawyers believe the special counsel lacks standing in some matters, but a refusal would run counter to the president’s statements and raise the specter of a court battle."
874,"Go Ahead, Criticize #MeToo",It doesn’t take bravery to join the backlash.
1142,"Hey, It Was a Living",This London import shows the director and writer of “Three Billboards” still utterly at home in the (dark) shadows of the stage.
1053,"‘The Alienist’ Season 1, Episode 3: There’s No Later",This episode added some much-needed levity to a show otherwise loaded with horror and squalor. Not that it lacked for those things.
570,Tricky,Bruce Haight pulls one over on us.
175,Back-Seat Singer,"“If you get off the phone,” I said, “I’ll sing you an old Creole song.”"
1016,Government Shutdown  Looms Large as House Pushes Stopgap Measure,"With funding set to expire Thursday, House Republicans were moving ahead with a temporary spending measure, but it did not appear to have the support to pass the Senate."
1431,Germany’s Far-Right Party Sees Labor Unions as a Path to Gains,"Alternative for Germany, the first nationalist party to enter Parliament since World War II, is targeting working-class voters and labor unions that have supported the left for decades."
57,Tiaras and Gowns,What story could this image tell?
252,"Teaching Activities for: ‘Sedate a Plant, and It Seems to Lose Consciousness. Is It Conscious?’",How might the findings be applied to human research and medical science?
609,How the Snake Pours Its Way Across the Ground,Laboratory tests of a 70-year-old hypothesis illuminate the details of a subtle form of snake locomotion.
784,Seeking Humanity in a Prison Passion Play,"“Prison Nation,” the latest issue of Aperture magazine, features work from more than a dozen photographers and writers."
879,What Have You Learned From Movies?,"What can films teach us about life, ourselves, others’ experiences, history and more?"
5539,After the Towers,Former residents of Chicago’s Cabrini-Green were thrown into a system that increasingly leaves the poor to fend for themselves.
1363,Should I Tell on My Cheating Friends?,The magazine’s Ethicist columnist on what to do when your friends at school cheat on a test and more.
1480,Blood Sport,"Even in its new incarnation as a boast, it can’t shed its dehumanizing past."
1347,Launch Tells SpaceX It Can Reach for the Stars,Elon Musk disrupted the business of sending rockets into space and has now achieved a milestone in spaceflight by launching the most powerful rocket currently operating in the world.
1035,A Bedroom That Grows Up Along With a Child,"To create a room that will evolve over time, start with neutral colors and flexible furniture — then add color and whimsy."
1754,"Music, and Patriotism, Ring Through These Hills","In Ciudad Juárez and El Paso, military history — Mexican and American — is a presence. There’s fun to be had in the Franklin Mountains, and music is everywhere."
2160,Through a Turnstile to a Taco Lover’s Paradise,"Tijuana, steps away from San Diego, is full of flavor: birria tacos, Caesar’s famous salads and creative Baja cuisine."
524,Stephen Colbert Calls Philadelphia’s Victory Riot an ‘Inferno of Joy’,The rioting after the Eagles’ Super Bowl win produced a wealth of entertaining footage. Late-night hosts offered samples.
1792,What I Saw During the Tet Offensive,"As General Westmoreland’s special assistant, I had a close-up view on the Vietcong’s assault on Saigon."
1510,On What Planet Is the F.B.I. Anti-Republican?,Politics makes for strange bedfellows. But this is getting weirder and weirder.
985,How I Solved the Gender Labor Imbalance,All I had to do was move to a country where my husband speaks the language better than I do.
912,The Death of the Doctor’s Dog,"In contrast to veterinary practice, the medical profession has long forbidden the notion of speeding death."
953,Despair Grows For Taxi Drivers,A livery driver facing financial ruin killed himself in front of City Hall to protest the financial devastation wrought by ride hailing services like Uber.
803,"After Backlash, M.T.A. Eases MetroCard Disruption","The M.T.A. shortened the time MetroCard machines will be offline for an upgrade, after a tsunami of fury."
1457,"FEMA Vendor Fired, Millions Of Meals Short","FEMA terminated a big contract with a tiny vendor hired to produce meals for Puerto Rico after Hurricane Maria. Now, Congress is asking questions."
1244,Baltimore’s Most Brazen Thieves Wore Badges,"A far-reaching corruption scandal is the last thing Baltimore’s troubled police department needs. But day after day, the revelations keep coming."
805,Tune Out the Noise Of the Market Slide. The Economy Is Fine.,Economic data and the bond market are painting a more optimistic picture than the Dow Jones average.
1496,A Science-Minded Chef Tries Cloning,An acclaimed innovator does better by the food than the drinks as he replicates his Chicago cocktail lounges the Aviary and the Office in New York.
1171,"Congress, Tuning Out Trump’s Threats, Focuses on Compromise","As congressional leaders worked toward a deal that could help ensure the government stays open, President Trump called for a shutdown if lawmakers do not crack down on illegal immigration."
542,Jurors in El Chapo Trial Will Remain Anonymous,A federal judge imposed the rare secrecy restrictions because of Joaquín Guzmán Loera’s “history of violence” against witnesses and rivals.
1555,World Is Bracing as Era  Of Easy Money Is Ending,"As a stock market plunge that began in the United States spread globally, the wild swings underscored how the American economy retains defining influence across the globe."
832,"Brain Implant Enhanced Memory, Raising Hope for Treatments, Scientists Say",Electrodes threaded into the brains of epilepsy patients enhanced their recall on word tests by about 15 percent.
832,Wagner’s Tale of Fools and Blood,"Yannick Nézet-Séguin, the company’s music director designate, brought his own strong take to Wagner’s profound, challenging and very long score."
1105,"O.K., Now What? Six Questions to Ask Before You Act","Tempted to sell? Answer these six questions first, including ones about your timing, your goals, your predictive skills and your overall anxiety level."
816,Gulp.  I’m Guilty Of Treason.,"By Donald Trump’s loose and ludicrous definition, a robust lot of us are un-American."
894,British See More to Do on Anniversary of Women’s Vote,British women cited persistent problems with harassment and discrimination.
762,The Market Collapse Blame Game,We could be on the verge of another global financial crisis. How did we get here?
1073,"It’s His Time to Be Reborn, Again","Up for an Oscar for playing J. Paul Getty, a part that initially went to Mr. Spacey, Mr. Plummer recalls thinking: “To hell with it, I’m doing it.”"
994,Failure to Test for Sleep Apnea Is Cited as the Root of 2 Train Crashes,"Failure to test engineers for the sleep disorder was the root cause of train crashes in Hoboken, N.J., and Brooklyn, a federal safety board found."
387,Rebel Monk,"Five hundred years ago, Martin Luther shook the church — and the world."
1342,Holocaust Law In Poland Chips At Shared Pain,The president signed a law making it a crime to blame “the Polish nation” for the crimes of Nazi Germany. Scholars say it could whitewash history.
228,It Happened by Lincoln Center,A prelude to a night at the opera.
1159,The Happy Martyrdom of Carter Page,"Thanks to the congressional Republicans’ memo, the former Trump campaign adviser suddenly finds himself with a lot more friends on the right."
1322,"As Rumors and a Scandal Take a Toll, a Rising Star’s Glow Dims in Tennessee",Mayor Megan Barry is facing questions after acknowledging an extramarital affair with the head of her security detail.
555,"Crawling Jonahs: Swallowed by Toads, Beetles Blast Way Out","When toads swallow bombardier beetles, the beetles produce a poison that prompts some of the toads to vomit them up still alive, researchers found."
901,Pepé Le Pew vs. Donald Trump,What the president has in common with Looney Tunes’ “scent-imental” skunk.
1132,4 in 5 Public Housing Tenants Have Lost Heat Since Autumn,"In a dramatic City Council hearing, officials said that 323,000 public housing residents lost heat at least once since October."
927,Everybody Take a Breath,Banks have created a variety of risky funds that allow investors to wager against sharp swings in the value of stocks. Those investors are starting to feel some pain.
770,"Mr. Trump, Meet the Markets",Talk about volatility.
950,An Obama-Backed Group Targets All-G.O.P. States to Combat Gerrymandering,A group backed by former President Barack Obama plans to compete in a dozen states in an effort to block Republicans from unilaterally drawing congressional maps.
1185,Everyone Is Going All the Way,"There’s a recurring theme in Israel, Washington and many other hot spots."
1112,Trump Shifts On Shutdown (Surprising?),"The president has said so many outrageous things that his latest outbursts no longer shock, but seem more of the same."
1007,Trouble Knows No Boundaries,"In a new one-woman show, the author of “The Vagina Monologues” connects global violence and her own life-threatening illness."
945,Shared Beliefs,Stu Ockman gets himself in a knot.
901,Casino Mogul Resigns From Company Amid Harassment Scandal,"Mr. Wynn, a billionaire casino mogul, stepped down on Tuesday as chief executive and chairman of the board of Wynn Resorts. He is accused of decades of sexual misconduct."
192,A Great Commute,What could such a thing possibly be?
227,Mind: Acne Can Raise Depression Risk,"“It appears that acne is a lot more than just skin deep,” said one researcher. “It can have a substantial impact on overall mental health.”"
1291,"For Korea Inc., an Olympics Made Awkward by Scandal","The Winter Games are heading to Pyeongchang at a time of reckoning about South Korea’s family-run business empires, some of which are Olympic sponsors."
79,Cheating,Would you tell if you caught your classmates cheating?
3901,U.S. Seesawing On Libya Paves Path for Russia,"In the absence of a coherent American policy for Libya, Russia is gaining influence in one of the most dangerous parts of the world."
922,An Elegy to India’s Vanishing Cinemas ,Nandita Raman spent three years photographing the decline of India’s single-screen movie houses for her series “Cinema Play House.”
579,Are Emotional-Support Animals a Scam?,"Do you think people are too often gaming the system? Or do you think, for the most part, that those who have these animals need them?"
1651,Fashion-Forward? How About Family-Forward?,"For decades, fashion has avoided the question of work/life balance. Now designers, including Narciso Rodriguez, are embracing the issue."
1477,Success Takes Toll On Russian Skaters,The bodies of Russia’s young female skaters are breaking down as they push their performance in pursuit of gold medals and more difficult jumps.
885,"First, Lose That ‘Make America Great Again’ Hat","The classic reality show returns and goes down to Georgia, to give America’s polarization a makeover."
7421,When Porn Is Sex Ed,"American adolescents watch much more pornography than their parents know — and it’s shaping their ideas about pleasure, power and intimacy. Can they be taught to see it more critically?"
4533,Great Walls,China’s economic success lays bare an uncomfortable historical truth: No one who preaches ‘free trade’ really practices it.
1956,A Bridge Now Crossed Less Freely,"Not so many years ago, it was easy to go to Matamoros. But violence there means that visitors now stay in Brownsville, home to the Charro Days festival and restaurants with roots in Mexico."
2088,A Hot Spring and a Warm Welcome,"In Big Bend National Park in Texas: towering canyons and a 105-degree pool. In Boquillas, Mexico: cheese enchiladas and old-world charm. A boat takes you to both."
2041,Circling Jasper Johns,"Mr. Johns, who is now 87 and widely regarded as America’s foremost living artist, has a new retrospective at the Broad called “Something Resembling Truth.”"
1497,A Tiny Place Wrapped in Plenty of Character,"A neighborhood filled with wildlife and cultural attractions, Lighthouse Hill is a tiny place with outsized character."
806,"Kim’s Sister,  In a First,  Will Visit  South Korea",Kim Yo-jong will be the first immediate family member of North Korea’s ruling dynasty to set foot in South Korea.
1276, Merkel Forges Pact to Govern With Old Allies,"The agreement, subject to the approval of members of the Social Democratic Party, came at a steep price for the Christian Democrats: giving up the powerful Finance Ministry."
1483,The Taming of a Demagogue,Why Trump-fearing conservatives aren’t obliged to vote like Democrats.
988,How Did Israel Become a Place of No Refuge?,"As the Israeli government prepares to deport African refugees, we prepare to open our homes to them."
869,Pump Iron and Eat More Protein,"Eating more protein can significantly augment the effects of lifting weights, a review of research found."
1797,A Glimpse Into the Lives of North Korea’s Isolated Athletes,"We’ve gathered insights from the country’s state news media, analysts, defectors and athletes who have competed alongside North Koreans."
2045,"Teaching the Winter Olympics Across the Curriculum, With Help From The New York Times",How teachers of subjects from English language arts to science and social studies can turn these Olympics into opportunities for learning.
932,"$1.3 Million Homes in California, Virginia and Indiana","A shingled house and guest cottage in Sacramento, a contemporary home outside Charlottesville and a brick townhouse in Indianapolis."
1511,Senate Leaders Agree to a Deal To Lift Spending,"The agreement would raise caps on military and domestic spending, clearing the way for lawmakers to pass a spending bill for the rest of the fiscal year."
1074,A Refurbished Condo on Victoria Peak,"Real estate prices continue to rise in Hong Kong, fueled by domestic demand."
1095,Space-Hungry Google Buys Chelsea Market In a $2.4 Billion Deal,"The deal calls attention to the technology sector’s rapid expansion in the city, both in the numbers employed and the square footage occupied."
214,Movement: Stand Up for Weight Loss,You could lose over five pounds in a year by choosing to stand rather than sit — if you didn’t find other ways to make up for the calorie deficit.
1080,When Children Get the Flu: Keep an Eye on Their Fever,Signs to watch for are persistent high fevers and fevers that flare up again after the child seems to be over the worst of the illness.
1757,"Is the Economy at Risk of Overheating? With Inflation, It’s Tricky","Is the economy at risk of overheating? The answer will depend on what really drives price increases, and what the Fed does."
1279,Abuse Claims End Star’s Rise In White House,"Mr. Porter, the White House staff secretary, said he would leave his job a day after a news account that quoted his two ex-wives accusing him of physical abuse."
4290,The Godmother,"For decades, the feminist artist was pushed to the sidelines. Relevant once again, she can no longer be ignored."
811,Stone Age Skeleton Found in Britain in 1903 Was Dark-Skinned Man,New research adds to a growing body of evidence showing how the British Isles received waves of immigrants over tens of thousands of years.
2135,"Waging a Sweeping War on Obesity, Chile Slays Tony the Tiger","New regulations, which corporate interests delayed for almost a decade, require explicit labeling and limit the marketing of sugary foods to children."
1224,Exiles on Her Streets,The artist Mounira Al Solh bears witness to the wounds of war with portraits of refugees that go beyond statistics to capture intimate stories.
824,Don’t Abandon the Space Station,The program is a demonstration of American leadership. Why does the president want to cut it?
1749,"In Northern Syria, U.S. and Turkey Head Into Face-Off",The New York Times traveled with two U.S. generals to a northern Syria city where armed conflict between the Americans and Turks is now a possibility.
759,"8 Hours, 7 Minutes and 1 Pelosi Soliloquy","Representative Nancy Pelosi, the House Democratic leader, broke records on Wednesday with an extended speech opposing the budget deal because it ignored the “Dreamers.”"
837,"Barring  The Russians, But Not  Really","Because the International Olympic Committee did not move quickly enough to address Russia’s doping scheme, arbitrators are still considering appeals by barred athletes seeking to compete on their own."
247,About LENE,Editor Will Shortz on the entry LENE in the Feb. 7 puzzle.
680,"Light-Hearted: Starfish Carry Their Own Lanterns to See (Wait, Starfish Can See?)","In the deep seas, starfish make their own light, possibly to signal one another for mating, and they’ve evolved sophisticated eyes to see it."
794,"Trump Wants a Military Parade, but Not Everyone Is in Step","President Trump wants American military might on full display. But with the Pentagon plagued with readiness and budget woes, a parade won’t come cheap or easily."
1015,Market Gives Millennials Crash Course On Volatility,"Severe stock swings rattled young investors, many of whom had never experienced such an intense sell-off and were left feeling “a punch to the gut.”"
1102,New Policy on Fare Jumping  Pits Mayor Against Prosecutor,"A new policy on fare evasion in Manhattan has made strange political bedfellows, and poses a problem for Mayor Bill de Blasio with police reform and poverty advocates."
1001,"Looking at the Subway System, 6 Months Into an Emergency Plan","New data suggests that at best, the M.T.A. is managing to stabilize a system riddled by delays and plagued by failing infrastructure."
790,"If Trump’s So Innocent, Why Act So Guilty?",Here are a dozen reasons to question Trump’s protests.
864,Trump’s Worst Watcher,John Kelly is the crisis control guy who keeps creating crises.
859,A Backward View of Immigration,"The president is targeting sensible immigration policies, while smearing those who come to the U.S. illegally as criminals."
